Community,evenness_simplified,Evenness distribution,Taxonomic distribution,Sequencing Depth (million reads),Pipeline,MAG ID,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,Strain heterogeneity,Original community?,Number of contigs,Contig size (bp),coverage,Relative abundance,species list,Special case?,original_comm,Mismatch
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,DT,C.4.N.60-DT-bin.7,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa,92.65,1.47,0,Vulcanisaeta distributa,585,2224037,5,0.00106827,Vulcanisaeta distributa,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,A.4.C.60-8K-bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,75.1,0.71,25,Celeribacter marinus,383,2148624,5,0.00108090,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,A.4.C.60-8K-bin.36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,75.1,0.71,25,Celeribacter marinus,383,2148624,5,0.00108090,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,A.4.C.60-8K-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,75.1,0.71,25,Celeribacter marinus,387,2165938,5,0.00109153,Celeribacter marinus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,30,DT,B.3.R.30-DT-bin.19,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus,86.83,1.3,33.33,#N/A,293,1094747,5,0.00109291,#N/A,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Closely related,60,DT,A.2.C.60-DT-bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,83.21,2.67,13.33,Celeribacter marinus,851,2501667,4,0.00111768,Celeribacter marinus,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Very closely related,60,MM,C.2.V.60-MM-bin.12,Bacteria,Spirochaetota,Spirochaetia,Borreliales,Borreliaceae,Borrelia,Borrelia duttonii,97.1,2.71,33.33,Borrelia duttonii,368,970894,12,0.00112128,Borrelia duttonii,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,8K,B.2.R.60-8K-bin.13,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,83.86,0.49,0,Riemerella anatipestifer,220,1888040,6,0.00113305,Riemerella anatipestifer,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Not closely related,60,DT,A.2.N.60-DT-bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Taylorella,Taylorella equigenitalis,89.16,0,0,Taylorella equigenitalis,41,1387812,8,0.00113374,Taylorella equigenitalis,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Not closely related,60,8K,A.2.N.60-8K-bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Taylorella,Taylorella equigenitalis,91.38,0.12,0,Taylorella equigenitalis,41,1408300,8,0.00114988,Taylorella equigenitalis,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Not closely related,60,8K,A.2.N.60-8K-bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Taylorella,Taylorella equigenitalis,91.38,0.12,0,Taylorella equigenitalis,41,1408300,8,0.00114988,Taylorella equigenitalis,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,60,DT,B.3.R.60-DT-bin.3,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium vaginale,99.24,0.45,0,#N/A,114,1617042,7,0.00115352,#N/A,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Not closely related,60,8K,A.2.N.60-8K-bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Taylorella,Taylorella equigenitalis,91.38,0.12,0,Taylorella equigenitalis,42,1418425,8,0.00115856,Taylorella equigenitalis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,DT,B.4.V.60-DT-bin.19,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,93.72,1.08,0,Helicobacter cinaedi,185,1739600,7,0.00115964,Helicobacter cinaedi,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.15,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,96.64,1.77,42.86,Wolinella succinogenes,179,1903808,6,0.00116147,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.27,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,96.64,1.77,42.86,Wolinella succinogenes,179,1903808,6,0.00116147,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.32,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,96.64,1.77,42.86,Wolinella succinogenes,179,1903808,6,0.00116147,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.33,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,96.64,1.77,42.86,Wolinella succinogenes,179,1903808,6,0.00116147,Wolinella succinogenes,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.29,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,95.82,0,0,Thermotoga petrophila,110,1712535,7,0.00116417,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.24,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,99.33,1.75,0,Thermotoga petrophila,111,1716577,7,0.00116550,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.33,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,99.33,1.75,0,Thermotoga petrophila,112,1727993,7,0.00117287,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.4,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,99.33,1.75,0,Thermotoga petrophila,112,1727993,7,0.00117287,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,DT,C.4.N.60-DT-bin.2,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.93,0,Thermotoga petrophila,129,1743314,7,0.00118742,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,60,DT,C.2.R.60-DT-bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,69.42,1.19,31.58,Erwinia gerundensis,527,2580583,5,0.00122171,Erwinia gerundensis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,DT,B.2.C.60-DT-bin.14,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,98.44,2.12,37.5,Wolinella succinogenes,222,1999552,6,0.00123089,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,DT,B.4.N.60-DT-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,84.25,2.44,17.65,#N/A,881,2674793,4,0.00124070,#N/A,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,8K,B.2.R.180-8K-bin.26,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,99.37,0,0,Staphylothermus hellenicus,5,1573237,25,0.00124900,Staphylothermus hellenicus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,8K,B.2.R.180-8K-bin.3,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,99.37,0,0,Staphylothermus hellenicus,5,1573237,25,0.00124900,Staphylothermus hellenicus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,8K,B.2.R.180-8K-bin.4,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,99.37,0,0,Staphylothermus hellenicus,5,1573237,25,0.00124900,Staphylothermus hellenicus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,8K,B.2.R.180-8K-bin.8,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,99.37,0,0,Staphylothermus hellenicus,5,1573237,25,0.00124900,Staphylothermus hellenicus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Not closely related,60,8K,A.2.N.60-8K-bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Taylorella,Taylorella equigenitalis,97.78,0.12,0,Taylorella equigenitalis,47,1538012,8,0.00125570,Taylorella equigenitalis,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,8K,A.2.R.180-8K-bin.33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,96.01,0.3,0,Celeribacter marinus,21,2758374,14,0.00126155,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,8K,A.2.R.180-8K-bin.35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,96.01,0.3,0,Celeribacter marinus,21,2758374,14,0.00126155,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,8K,A.2.R.180-8K-bin.39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,96.01,0.3,0,Celeribacter marinus,21,2758374,14,0.00126155,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,8K,A.2.R.180-8K-bin.44,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,96.01,0.3,0,Celeribacter marinus,21,2758374,14,0.00126155,Celeribacter marinus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Very closely related,60,DT,B.2.V.60-DT-bin.13,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,96.04,4.71,0,Helicobacter cinaedi,159,1779945,7,0.00128575,Helicobacter cinaedi,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,DT,A.4.C.60-DT-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,89.25,1.91,18.18,Celeribacter marinus,648,2606125,5,0.00130422,Celeribacter marinus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,DT,B.2.R.60-DT-bin.4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,92.87,1.39,20,Riemerella anatipestifer,293,2098062,6,0.00131152,Riemerella anatipestifer,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.16,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,93.1,0.47,0,#N/A,110,1939266,7,0.00131535,#N/A,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.31,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,93.1,0.47,0,#N/A,110,1939266,7,0.00131535,#N/A,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,8K,C.4.N.60-8K-bin.39,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,93.1,0.47,0,#N/A,111,1950682,7,0.00132435,#N/A,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,97.42,1.54,33.33,Wolinella succinogenes,130,1962958,7,0.00133605,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.29,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,97.42,1.54,33.33,Wolinella succinogenes,130,1962958,7,0.00133605,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.31,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,97.42,1.54,33.33,Wolinella succinogenes,130,1962958,7,0.00133605,Wolinella succinogenes,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.37,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,97.42,1.54,33.33,Wolinella succinogenes,130,1962958,7,0.00133605,Wolinella succinogenes,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,60,8K,C.2.R.60-8K-bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,74.09,0.41,55.56,Plesiomonas shigelloides,324,2458278,5,0.00136162,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,60,8K,C.2.R.60-8K-bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,74.09,0.41,55.56,Plesiomonas shigelloides,324,2458278,5,0.00136162,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,180,DT,C.2.R.180-DT-bin.5,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,95.59,6.9,8.33,Terriglobus roseus,108,4402330,9,0.00138373,Terriglobus roseus,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,DT,C.4.N.60-DT-bin.13,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,94.83,0.47,0,#N/A,129,2043263,7,0.00138594,#N/A,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,DT,A.2.R.180-DT-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,98.94,0.3,0,Celeribacter marinus,25,2909091,15,0.00138674,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,60,DT,A.2.R.60-DT-bin.27,Archaea,Halobacterota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii,83.05,1.15,18.18,Haloferax volcanii,691,2274296,6,0.00139162,Haloferax volcanii,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.11,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,92.51,2.52,0,Sinomonas atrocyanea,363,3992946,7,0.00144720,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,DT,B.2.R.180-DT-bin.19,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,99.37,0.63,0,Staphylothermus hellenicus,24,1642719,28,0.00145703,Staphylothermus hellenicus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,8K,A.2.V.60-8K-bin.24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,89.37,2.22,25,Celeribacter marinus,294,2571547,6,0.00147517,Celeribacter marinus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,92.05,2.52,0,Sinomonas atrocyanea,366,4073227,7,0.00147746,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,DT,B.2.C.60-DT-bin.8,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,99.12,2.15,7.69,Helicobacter cinaedi,172,1998317,7,0.00147755,Helicobacter cinaedi,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,8K,A.2.V.60-8K-bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,89.37,2.22,25,Celeribacter marinus,295,2576336,6,0.00147780,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,8K,A.2.V.60-8K-bin.23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,89.37,2.53,30.77,Celeribacter marinus,296,2579541,6,0.00147919,Celeribacter marinus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Very closely related,60,DT,B.2.V.60-DT-bin.7,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_A,Helicobacter bilis,88.49,2.98,7.14,Helicobacter bilis,514,2434529,6,0.00148387,Helicobacter bilis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.40,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,92.51,2.52,0,Sinomonas atrocyanea,369,4091315,7,0.00148452,Sinomonas atrocyanea,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,DT,A.2.V.60-DT-bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,77.3,2.85,14.29,Antarctobacter heliothermus,1430,3565286,4,0.00148595,Antarctobacter heliothermus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.4,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,92.51,2.52,0,Sinomonas atrocyanea,371,4104424,7,0.00148856,Sinomonas atrocyanea,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,8K,A.2.V.60-8K-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,89.37,2.83,20,Celeribacter marinus,298,2601235,6,0.00148862,Celeribacter marinus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,DT,B.3.R.120-DT-bin.20,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter flavus,98.96,0.8,60,Erythrobacter flavus,124,3054218,10,0.00151623,Erythrobacter flavus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,30,MM,C.3.R.30-MM-bin.7,Bacteria,Spirochaetota,Spirochaetia,Borreliales,Borreliaceae,Borrelia,,83.98,4.9,33.33,#N/A,783,843374,9,0.00152301,#N/A,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.23,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,19,1301430,25,0.00152737,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.36,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,19,1301430,25,0.00152737,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.39,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,19,1301430,25,0.00152737,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,8K,B.2.R.120-8K-bin.42,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,19,1301430,25,0.00152737,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,8K,B.2.R.60-8K-bin.15,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,93.63,0,0,Lawsonella clevelandensis,48,1821198,9,0.00153388,Lawsonella clevelandensis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,8K,B.2.R.60-8K-bin.17,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,93.63,0,0,Lawsonella clevelandensis,48,1821198,9,0.00153388,Lawsonella clevelandensis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,8K,B.2.R.60-8K-bin.41,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,93.63,0,0,Lawsonella clevelandensis,48,1821198,9,0.00153388,Lawsonella clevelandensis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,8K,B.2.R.60-8K-bin.42,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,93.63,0,0,Lawsonella clevelandensis,48,1821198,9,0.00153388,Lawsonella clevelandensis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Not closely related,60,DT,B.4.N.60-DT-bin.2,Archaea,Halobacterota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium mukohataei,85.83,1.6,14.29,Halomicrobium mukohataei,299,2379186,6,0.00153620,Halomicrobium mukohataei,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,60,DT,B.2.R.60-DT-bin.22,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,94.22,0,0,Lawsonella clevelandensis,49,1837904,8,0.00154796,Lawsonella clevelandensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,DT,C.3.R.60-DT-bin.36,Bacteria,Verrucomicrobiota_A,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydophila,Chlamydophila pecorum,98.98,0.09,0,Chlamydophila pecorum,6,1104798,14,0.00156212,Chlamydophila pecorum,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,DT,B.2.R.180-DT-bin.13,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium kashiwanohense,92.42,2.31,10,Bifidobacterium kashiwanohense,200,2089724,23,0.00156703,Bifidobacterium kashiwanohense,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,DT,A.2.V.60-DT-bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,93.39,3.16,22.22,Celeribacter marinus,416,2777450,6,0.00158259,Celeribacter marinus,#N/A,#N/A,#N/A
